Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,,,,,,,,,
8/5/16,Mubarak al-Abadi,Male,Yemen,Nabaa Media Foundation,Yemeni,Television,"Broadcast, Camera Operator, Photographer, Producer","Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
8/8/16,Shehzad Ahmed,Male,Pakistan,Aaj News,Pakistani,Television,Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
8/8/16,Mehmood Khan,Male,Pakistan,DawnNews,Pakistani,"Television, Internet",Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
8/13/16,Widad Hussein,,Iraq,Roj News,Iraqi,,,,,,,,,,,"",,,,,,,,,
8/14/16,Mustafa Said,Male,Iraq,Kurdistan TV,Iraqi,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/20/16,Ali Ghani,Male,Iraq,Al-Ahad TV,Iraqi,Television,Technician,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/22/16,Kishore Dave,,India,Jai Hind,Indian,,,,,,,,,,,"",,,,,,,,,
8/27/16,Taha Shawkat Al-Halou,Male,Syria,Freelance,Syrian,Internet,"Photographer, Internet Reporter",War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
9/15/16,Aurelio Cabrera Campos ,,Mexico,El Gr‡fico de la Sierra ,Mexico,,,,,,,,,,,"",,,,,,,,,
9/27/16,Abdiaziz Ali,Male,Somalia,Radio Shabelle,Somali,Radio,Broadcast,"Corruption, Human Rights, War",No,Local,Political Group,Murder,Yes,No,,"",,,,,,,,,
10/2/16,Jeroen Oerlemans ,Male,Libya,Freelance,Netherlands,"Print, Internet",Photographer,"Politics, War",Yes,Foreign,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
10/16/16,Yaqoub Sharafat ,,Afghanistan,Radio Television Afghanistan ,Afghan,,,,,,,,,,,"",,,,,,,,,
10/21/16,Ahmet Hacero_lu,Male,Iraq,TŸrkmeneli TV,Iraqi,Television,Producer,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
10/22/16,Ali Risan,Male,Iraq,Al-Sumaria TV,Iraqi,"Television, Internet",Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
10/25/16,Luciano Fernandes,,Brazil,Olhos de çguia,Brazil,,,,,,,,,,,"",,,,,,,,,
10/31/16,Abdul Salam Kanaan,Male,Syria,Al-Jisr TV,Syrian,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/4/16,Naimatullah Zaheer,Male,Afghanistan,Ariana News,Afghan,Television,Broadcast,"Culture, Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/6/16,Mahad Ali Mohamed ,Male,Somalia,Codka Mudug Radio,Somali,Radio,Broadcast,War,No,Local,Paramilitary Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/12/16,Mohsen Khazaei,Male,Syria,Islamic Republic of Iran Broadcasting,Iranian,Television,Broadcast,War,No,Foreign,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/12/16,Dharmendra Singh,,India,Dainik Bhaskar,Indian,,,,,,,,,,,"",,,,,,,,,
11/15/16,Marcel Lubala ,,Democratic Republic of the Congo,Radio T_l_vision nationale congolaise,Congolese,,,,,,,,,,,"",,,,,,,,,
11/18/16,Awab al-Zubiry,Male,Yemen,,Yemeni,Internet,"Camera Operator, Photographer","Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/20/16,Hern‡n David Choquepata Ordo–ez ,,Peru,La Ribere–a,Peruvian,,,,,,,,,,,"",,,,,,,,,
12/6/16,Mohammed Thabet al-Obeidi,,Iraq,Radio Baba Gurgur,Iraqi,,,,,,,,,,,"",,,,,,,,,
12/10/16,Jesœs Adri‡n Rodr’guez Samaniego ,,Mexico,Antena 102.5 FM and Antena 760 AM ,Mexican,,,,,,,,,,,"",,,,,,,,,
12/13/16,Soe Moe Tun ,Male,Myanmar,Daily Eleven,Myanmar,Print,Print Reporter,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,,,"",,,,,,,,,
12/15/16,Mohammad Nasir Mudasir ,Male,Afghanistan,Melli Paigham Radio,Afghan,Radio,Editor,,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
12/20/16,Larry Que,,Philippines,Catanduanes News Now,The Philippines,,,,,,,,,,,"",,,,,,,,,
1/12/17,Muhammad Jan,Male,Pakistan,Qudrat,Pakistan,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
1/17/17,Igor Abisaí Padilla Chávez,na,Honduras,Hch,Honduras,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
2/3/17,Abdul Hakim Shimul,Male,Bangladesh,Samakal,Bangladesh,Print,Print Reporter,Politics,No,Local,Government Officials,Dangerous Assignment,na,na,na,na,,,,,,,,,
2/14/17,Leónidas Martínez,Male,Dominican Republic,Fm 103.5,Dominican Republic,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
2/14/17,Luis Manuel Medina,Male,Dominican Republic,Fm 103.5,Dominican Republic,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
2/25/17,Shifa Zikri Ibrahim (Shifa Gardi),Male,Iraq,Rudaw tv,Iraq,Television,Broadcast Reporter,War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
3/2/17,Cecilio Pineda Birto,Male,Mexico,Freelance,Mexico,"Print, Internet","Internet Reporter, Print Reporter","Crime, Corruption",Yes,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
3/12/17,Eduardo González,Male,Paraguay,F.m. costanera del sur,Paraguay,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
3/12/17,Mohamed Abazied (George Samara),Male,Syria,Nabd syria satellite station/ syria media organization (smo),Syria,"Television, Internet",Broadcast Reporter,War,No,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
3/13/17,Joaquin Briones,Male,Philippines,Remate,Philippines,Print,Print Reporter,"Crime, Politics",No,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
3/19/17,Ricardo Monlui Cabrera,Male,Mexico,El político,Mexico,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
3/23/17,Miroslava Breach Velducea,Female,Mexico,La jornada,Mexico,"Print, Internet","Print Reporter, Internet Reporter","Crime, Politics",No,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
4/14/17,Maximino Rodríguez,Male,Mexico,Freelance,Mexico,Internet,"Columnist / Commentator, Internet Reporter","Corruption, Crime, Politics",Yes,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
4/19/17,Nikolai Andrushchenko,Male,Russia,Novy peterburg,Russia,"Print, Internet","Internet Reporter, Print Reporter","Corruption, Politics",No,Local,Unknown Fire,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
5/4/17,Alaa Kraym (Mohammed al-Qabouni),Male,Syria,Qaboun media center,Syria,Internet,"Camera Operator, Photographer, Internet Reporter","War, Human Rights",Yes,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
5/15/17,Javier Valdez Cárdenas,Male,Mexico,Ríodoce,Mexico,"Print, Internet","Internet Reporter, Print Reporter","Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
5/24/17,Dmitry Popkov,Male,Russia,Ton-m,Russia,"Print, Internet","Editor, Print Reporter","Corruption, Politics",No,Local,Government Officials,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
5/31/17,Habibollah Hosseinzadeh,Male,Afghanistan,Press tv,Afghanistan,Television,Camera Operator,War,No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
6/1/17,Salvador Adame Pardo,Male,Mexico,6tv,Mexico,Television,"Broadcast Reporter, Publisher/Owner","Corruption, Politics",No,Local,"Criminal Group, Government Officials",Murder,Complete Impunity,Yes,No,No,,,,,,,,,
6/11/17,Bakhsheesh Elahi,Male,Pakistan,K2,Pakistan,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
6/14/17,Luís Gustavo da Silva,Male,Brazil,Freelance,Brazil,Internet,Internet Reporter,"Corruption, Crime",Yes,Local,Criminal Group,Murder,Complete Impunity,na,na,na,,,,,,,,,
6/19/17,Stephane Villeneuve,Male,Iraq,#5bisproduction,Iraq,"Television, Internet",Camera Operator,War,Yes,Foreign,Political Group,Crossfire,na,na,na,na,,,,,,,,,
7/7/17,Harb Hazzah al-Duleimi,Male,Iraq,Hona salaheddin,Iraq,Television,Broadcast Reporter,"Culture, Human Rights, Politics, War, Sports",No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
7/7/17,Sudad Faris,Male,Iraq,Salaheddin tv,Iraq,Television,"Camera Operator, Producer","Corruption, Culture, Human Rights, War",No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
7/9/17,Edwin Rivera Paz,Male,Mexico,Freelance,Mexico,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
7/30/17,Khaled al-Khateb,Male,Syria,Rt,Syria,Television,"Broadcast Reporter, Camera Operator",War,Yes,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
8/7/17,Leonardo Diaz,Male,Philippines,"Sapol, Balita, Radio mindanao network",Philippines,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
8/10/17,Kim Wall,Female,Denmark,Freelance,Denmark,Print,Print Reporter,"Culture, Human Rights, Politics",Yes,Foreign,Local Residents,Dangerous Assignment,na,na,na,na,,,,,,,,,
8/21/17,Osama Nasr al-Zoabi,Male,Syria,Syrian media organization (smo),Syria,"Internet, Television","Broadcast Reporter, Camera Operator",War,No,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
8/22/17,Cándido Ríos Vázquez,Male,Mexico,La voz de hueyapán,Mexico,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
8/26/17,Christopher Allen,Male,South Sudan,Freelance,South Sudan,"Photographer, Internet Reporter, Print Reporter","Print, Internet","War, Corruption, Politics",Yes,Foreign,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
9/5/17,Gauri Lankesh,Female,India,Gauri lankesh patrike,India,"Print, Internet","Publisher / Owner, Columnist / Commentator","Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Complete Impunity,na,na,na,,,,,,,,,
9/13/17,Abdullahi Osman Moalim,Male,Somalia,"Jubbaland tv, Codka hiraan",Somalia,"Radio, Television",Broadcast reporter,Politics,no,Local,Political Group,Murder,Complete Impunity,No,No,No,,,,,,,,,
9/13/17,Carlos William Flores,Male,Honduras,Canal 22,Honduras,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
9/20/17,Shantanu Bhowmik,Male,India,Dinraat,India,Television,Broadcast Reporter,Politics,No,Local,Mob Violence,Dangerous Assignment,na,na,na,na,,,,,,,,,
10/1/17,Louay Sadiq Meshaal,Male,Iraq,Al-nujaba tv,Iraq,"Internet, Television","Photographer, Camera Operator",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
10/8/17,María Efigenia Vásquez Astudillo,Female,Colombia,Renacer kokonuko,Colombia,Radio,Broadcast Reporter,Culture,No,Local,"Local Residents, Military Officials",Crossfire,na,na,na,na,,,,,,,,,
10/10/17,Mohammad Milad,Male,Syria,Sana (syrian arab news agency),Syria,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
10/12/17,Dilshan Ibash,Female,Syria,Hawar news agency (anha),Syria,"Television, Internet","Broadcast Reporter, Internet Reporter",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
10/13/17,Hawker Faisal Mohammed,Male,Syria,Hawar news agency (anha),Syria,"Television, Internet","Broadcast Reporter, Camera Operator",War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
10/14/17,Ali Nur Siad,Male,Somalia,Voice of america,Somalia,Television,Camera Operator,"Politics, Culture, Human Rights, Sports, Business",Yes,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
10/16/17,Daphne Caruana Galizia,Female,Malta,Running commentary,Malta,Internet,Internet Reporter,"Business, Corruption, Crime, Human Rights, Politics",Yes,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
10/21/17,Rajesh Mishra,Male,India,Hindustan,India,Print,Print Reporter,"Corruption, Crime",Yes,Local,Criminal Group,Murder,Complete Impunity,No,No,No,,,,,,,,,
10/23/17,Carlos Oveniel Lara Domínguez,Male,Honduras,Canal 12 telemaya,Honduras,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
10/24/17,Christopher Iban Lozada,Male,Philippines,Dbxf prime broadcasting network,Philippines,Radio,Broadcast Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Complete Impunity,No,No,No,,,,,,,,,
10/29/17,Qais al-Jazar (Qais al-Qadhi),Male,Syria,Al-jisr tv,Syria,Television,"Camera Operator, Editor, Broadcast Reporter",War,No,Local,Military Officials,Crossfire,na,na,na,na,,,,,,,,,
10/30/17,Arkan Sharifi,Male,Iraq,Kurdistan tv,Iraq,Television,Camera Operator,"Politics, War",No,Local,"Political Group, Paramilitary Group","
Suspected Source of Fire:",Complete Impunity,No,No,Yes,,,,,,,,,
11/17/17,Hussain Nazari,Male,Afghanistan,Rah-e-farda radio and television,Afghanistan,"Radio, Television",Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
11/30/17,Naveen Gupta,Male,India,Hindustan,India,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
12/2/17,Taimoor Khan,Male,Pakistan,Samaa tv,Pakistan,Television,Camera Operator,"Crime, Politics",No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
12/11/17,Mohamed Ibrahim Gabow,Male,Somalia,Kalsan tv,Somalia,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
12/28/17,Sayed Mehdi Husaini,Male,Afghanistan,Jomhor news agency,Afghanistan,Internet,Internet Reporter,Culture,No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
12/28/17,Sayeed Khuda Dad Ahamdi,Male,Afghanistan,Afghan voice agency,Afghanistan,"Internet, Television","Print Reporter, Internet Reporter",Culture,No,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
12/29/17,Karam Kabishou,Male,Syria,Sama tv,Syria,Television,Camera Operator,"War, Culture",No,Local,"Political Group, Paramilitary Group",Crossfire,na,na,na,na,,,,,,,,,
1/13/18,Carlos Domínguez Rodríguez,Male,Mexico,Freelance,Mexico,na,na,na,Yes,na,na,na,na,na,na,na,,,,,,,,,
1/17/18,Jefferson Pureza Lopes,Male,Brazil,Beira rio fm,Brazil,Radio,Broadcast Reporter,"Corruption, Crime, Politics",No,Local,"Criminal Group, Political Group, Government Officials",Murder,Complete Impunity,No,Yes,No,,,,,,,,,
1/22/18,Mohammad al-Qadasi,Male,Yemen,Belqees tv,Yemen,"Internet, Television",Photographer,War,No,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
2/7/18,Abdullah al-Montasser,Male,Yemen,Al-sahat,Yemen,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
" January, 1999",Munir Turay,Male,Sierra Leone,freelance,Sierra Leone,"Print, Radio","Broadcast, Print Reporter",War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
" November, 2004",Wadallah Sarhan,Male,Iraq,Akhbar al-Mosul,Iraq,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
11/12-11/17/2017,Ikechukwu Onubogu,na,Nigeria,Anambra broadcasting service (abs),Nigeria,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
15/06/2017,Víctor Yobani Fúnez Solís,Male,Honduras,45tv,Honduras,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
16/01/2018,Ueliton Bayer Brizon,Male,Brazil,Jornal de rondonia,Brazil,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
21/11/2017,Sudip Dutta Bhaumik,Male,India,Syandan patrika,India,Print,Print Reporter,"Politics, Corruption",No,Local,Government Officials,Murder,Complete Impunity,No,No,No,,,,,,,,,
23/04/2017,Yameen Rasheed,Male,Maldives,The daily panic,Maldives,Internet,"Columnist/Commentator, Publisher/Owner","Corruption, Politics",No,Local,Criminal Group,Murder,Complete Impunity,No,Yes,No,,,,,,,,,
24/06/2017,Veronique Robert,Female,Iraq,#5bisproduction,Iraq,"Television, Internet","Camera Operator, Photographer","War, Human Rights",No,Foreign,Political Group,Crossfire,na,na,na,na,,,,,,,,,
25/03/2017,Tuba Akyılmaz (Nujiyan Erhan),Male,Iraq,"Jin news agency (jinha), Roj news, Gazete sujin",Iraq,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
26/05/2017,Takieddin al-Hudhaifi,Male,Yemen,Al-akhbariya,Yemen,Television,"Camera Operator, Photographer",War,Yes,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
26/05/2017,Wael al-Absi,Male,Yemen,Yemen tv,Yemen,Television,"Camera Operator, Photographer","War, Human Rights",Yes,Local,Political Group,Crossfire,na,na,na,na,,,,,,,,,
30/05/2017,Suhaib al-Heeti,Male,Iraq,Asiasat,Iraq,Television,Broadcast Reporter,"Politics, War, Human Rights, Culture",Yes,Local,Political Group,Dangerous Assignment,na,na,na,na,,,,,,,,,
"April 10-12, 1994",Vincent Rwabukwisi,Male,Rwanda,Kanguka,Rwanda,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
"April 23 or 24, 2013",Daniel Alejandro Mart’nez Balzaldœa,,Mexico,Vanguardia ,Mexico,,,,,,,,,,,"",,,,,,,,,
"April 8 or 9, 1994",Tharcisse Rubwiriza,Male,Rwanda,Orinfor,Rwanda,Radio,Broadcast,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No",,,,,,,,,
"August 24 or 25, 2011",Humberto Mill‡n Salazar ,,Mexico,"A Discusi—n, Radio F—rmula ",Mexico,,,,,,,,,,,"",,,,,,,,,
"August or September, 2014",Steven Sotloff,Male,Syria,Freelance,"American, Israeli","Print, Internet","Internet Reporter, Print Reporter","Human Rights, Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"Yes",,,,,,,,,
"Before April 16, 2017",Wai Yen Heinn,na,Myanmar,Iron rose,Myanmar,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
"Between February 5 and 11, 2014",Gregorio Jim_nez de la Cruz,Male,Mexico,Notisur and Liberal del Sur,Mexico,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,"Yes",,,,,,,,,
"Body found on September 21, 2017",Halla Barakat,Male,Turkey,Orient net,Turkey,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,
Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured",,,,,,,,,
Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured",,,,,,,,,
Date unknown,Mohamad Jamal,,Indonesia, TVRI,,,,,,,,,,,,"",,,,,,,,,
Date unknown,Kloueu Gonzreu,,Ivory Coast, Ivoirian Press Agency,,,,,,,,,,,,"",,,,,,,,,
Date unknown,Ambika Timsina,,Nepal,Janadesh,,,,,,,,,,,,"",,,,,,,,,
Date unknown,Sergei Kalinovsky,,Russia, Moskovsky Komsomolets,,,,,,,,,,,,"",,,,,,,,,
Date unknown in 2002,Daniel Pearl,Male,Pakistan,The Wall Street Journal,United States,Print,Print Reporter,Politics,No,Foreign,Political Group,Murder,Partial,Yes,No,"Yes",,,,,,,,,
Date unknown in 2013,Haji Abdul Razzaq Baloch,,Pakistan,Daily Tawar,Pakistani,,,,,,,,,,,"",,,,,,,,,
"December, 1992",Khushvaht Muborakshoev,Male,Tajikistan,Tajikistan State Television,Tajikistan,Television,Broadcast,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
"December, 1992",Jamshed Davliyatmamatov,Male,Tajikistan,Khovar Information Agency,Tajikistan,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
"December, 1992",Filolisho Khilvatshoev,Male,Tajikistan,Payomi Dushanbe,Tajikistan,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
"December, 1992",Mukhtor Bugdiev,Male,Tajikistan,Khovar Information Agency,Tajikistan,Print,Photographer,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
"February 21 or 22, 2012",Samid Khan Bahadarzai,,Afghanistan,Melma Radio,Afghanistan,,,,,,,,,,,"",,,,,,,,,
"February 8 or February 9, 2016",Anabel Flores Salazar,,Mexico,El Sol de Orizaba,Mexican,,,,,,,,,,,"",,,,,,,,,
"January 30 to February 24, 2016",Rohat Akta_,Male,Turkey,Azadiya Welat,Turkish,Print,"Editor, Print Reporter","Politics, War",No,Local,Military Officials,Unknown,,,,"",,,,,,,,,
"July 2007,",Prakash Singh Thakuri,Male,Nepal,Freelance,Nepal,Print,Print Reporter,Politics,Yes,Local,Political Group,Murder,Yes,Yes,No,"",,,,,,,,,
"June 10-12, 2016",Jacinto Hern‡ndez Torres,,USA,La Estrella,United States,,,,,,,,,,,"",,,,,,,,,
"June 13 or 14, 2012",V’ctor Manuel B‡ez Chino,,Mexico,Milenio and Reporteros Policiacos,Mexico,,,,,,,,,,,"",,,,,,,,,
"June 19 or 20, 2015",Sandeep Kothari,,India,Freelance,India,,,,,,,,,,,"",,,,,,,,,
"June 24 through July 9, 2013",An’bal Barrow,,Honduras,Globo TV,Honduras,,,,,,,,,,,"",,,,,,,,,
"June 30 or July 1, 2015",Juan Mendoza Delgado,,Mexico,Escribiendo la Verdad,Mexico,,,,,,,,,,,"",,,,,,,,,
"June 4 - September 26, 2016",Isaac Vuni,,South Sudan,Freelance,South Sudanese,,,,,,,,,,,"",,,,,,,,,
"June 7 or 8, 2008",Abdul Samad Rohani,Male,Afghanistan,BBC and Pajhwok Afghan News ,Afghanistan,"Print, Radio","Broadcast, Print Reporter",Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
June or July 1993,Olimjon Yorasonov,Male,Tajikistan,,Tajikistan,Print,Editor,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No",,,,,,,,,
June or July 1993,Tokhirjon Azimov,,Tajikistan,Maktabi Sovieti,,,,,,,,,,,,"",,,,,,,,,
June or July 1993,Sharofuddin Kosimov,,Tajikistan,Navidi Vakhsh,,,,,,,,,,,,"",,,,,,,,,
"June, 1992",Tura Kobilov,Male,Tajikistan,Bairaki Dusti,Tajikistan,Print,Editor,,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No",,,,,,,,,
"June, 2007",Paulos Kidane,Male,Eritrea,Eri-TV and Dimtsi Hafash,Eritrea,"Radio, Television",Broadcast,"Culture, Sports",No,Local,Unknown Fire,Unknown,,No,Yes,"No",,,,,,,,,
"Late January, early February",Laurent Ángel Castillo Cifuentes,Female,Guatemala,Nuestro diario,Guatemala,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,na
"May 13, 14, 15, 16, 17, or 18, 2015",Evany Jos_ Metzker,Male,Brazil,Coruja do Vale,Brazil,Internet,Internet Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,No,"Yes",,,,,,,,,
"May 17 or 18, 2012",Marco Antonio çvila Garc’a,,Mexico,El Regional de Sonora and El Diario de Sonora,Mexico,,,,,,,,,,,"",,,,,,,,,
"May 18 or 19, 2009",Shoba,Female,Sri Lanka,O'liveechchu,Sri Lanka,"Television, Internet",Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
"May 18 or 19, 2011",Yensi Roberto Ordo–ez Gald‡mez,,Guatemala,Channel 14,Guatemala,,,,,,,,,,,"",,,,,,,,,
